,0
11432,3.3
11433,6.1
11434,6.9
11435,4.5
11436,7.7
11437,11.7
11438,6.5
11439,3.7
11440,4.9
11441,11.3
11442,13.3
11443,24.9
11444,17.3
11445,4.9
11446,4.9
11447,4.9
11448,5.3
11449,3.7
11450,11.3
11451,21.3
11452,20.1
11453,7.3
11454,4.9
11455,5.7
11456,11.3
11457,5.3
11458,7.7
11459,5.7
11460,6.5
11461,6.9
11462,8.1
11463,4.9
11464,5.7
11465,4.1
11466,8.9
11467,16.1
11468,10.9
11469,12.5
11470,12.5
11471,6.9
11472,4.9
11473,10.9
11474,10.9
11475,5.7
11476,14.5
11477,5.3
11478,10.9
11479,8.1
11480,45.0
11481,4.5
11482,10.9
11483,9.7
11484,45.0
11485,18.1
11486,14.1
11487,4.9
11488,4.5
11489,7.7
11490,3.3
11491,10.1
11492,10.9
11493,4.1
11494,15.3
11495,6.1
11496,4.9
11497,18.5
11498,4.5
11499,3.3
11500,4.9
11501,3.7
11502,10.5
11503,7.7
11504,10.9
11505,6.1
11506,5.7
11507,20.1
11508,8.1
11509,13.7
11510,7.3
11511,13.3
11512,23.87
11513,5.3
11514,6.5
11515,6.5
11516,6.9
11517,9.7
11518,10.9
11519,3.7
11520,7.7
11521,10.1
11522,17.3
11523,6.5
11524,15.7
11525,10.5
11526,5.3
11527,4.5
11528,19.3
11529,6.5
11530,6.5
11531,11.3
11532,6.5
11533,3.3
11534,10.1
11535,6.9
11536,5.7
11537,8.5
11538,8.5
11539,30.27
11540,5.7
11541,8.1
11542,10.9
11543,2.9
11544,9.7
11545,4.5
11546,26.1
11547,14.9
11548,11.3
11549,11.7
11550,10.5
11551,9.3
11552,29.6
11553,12.9
11554,13.3
11555,6.9
11556,16.9
11557,8.5
11558,3.7
11559,11.3
11560,8.9
11561,5.3
11562,4.5
11563,23.7
11564,5.7
11565,7.3
11566,8.1
11567,4.9
11568,4.1
11569,4.1
11570,10.1
11571,8.9
11572,8.5
11573,8.5
11574,5.3
11575,4.9
11576,12.5
11577,14.1
11578,7.7
11579,21.7
11580,14.9
11581,23.7
11582,8.9
11583,10.1
11584,49.57
11585,5.7
11586,6.5
11587,10.1
11588,4.9
11589,6.1
11590,15.7
11591,12.5
11592,9.7
11593,9.7
11594,16.1
11595,20.1
11596,7.7
11597,6.9
11598,11.7
11599,13.3
11600,4.1
11601,49.57
11602,4.5
11603,13.3
11604,7.3
11605,28.27
11606,4.9
11607,8.1
11608,11.3
11609,6.9
11610,6.9
11611,6.9
11612,6.9
11613,10.1
11614,4.5
11615,3.3
11616,3.3
11617,20.9
11618,12.5
11619,35.7
11620,5.3
11621,19.7
11622,7.7
11623,16.5
11624,12.5
11625,7.3
11626,7.7
11627,6.9
11628,7.3
11629,5.7
11630,10.9
11631,7.3
11632,9.3
11633,13.7
11634,4.1
11635,8.9
11636,6.1
11637,7.3
11638,11.7
11639,10.5
11640,5.7
11641,25.3
11642,5.7
11643,5.3
11644,7.7
11645,4.5
11646,5.3
11647,10.9
11648,12.5
11649,7.7
11650,5.7
11651,15.3
11652,5.3
11653,6.5
11654,11.7
11655,7.7
11656,10.1
11657,5.3
11658,4.1
11659,31.7
11660,8.5
11661,5.3
11662,15.3
11663,10.1
11664,5.3
11665,7.7
11666,8.5
11667,4.9
11668,8.5
11669,3.7
11670,5.3
11671,4.1
11672,16.9
11673,6.5
11674,45.0
11675,15.3
11676,18.9
11677,22.27
11678,12.5
11679,5.7
11680,3.7
11681,7.3
11682,12.1
11683,4.9
11684,5.3
11685,9.3
11686,15.7
11687,7.3
11688,5.3
11689,12.5
11690,7.3
11691,5.7
11692,17.3
11693,6.9
11694,14.5
11695,10.9
11696,4.9
11697,5.7
11698,5.3
11699,18.9
11700,9.7
11701,11.3
11702,7.3
11703,6.9
11704,2.5
11705,11.7
11706,19.3
11707,5.3
11708,10.1
11709,7.7
11710,12.1
11711,4.9
11712,10.9
11713,9.7
11714,9.7
11715,6.5
11716,12.5
11717,49.57
11718,4.1
11719,10.5
11720,4.1
11721,7.3
11722,5.7
11723,4.9
11724,8.5
11725,15.7
11726,16.5
11727,10.9
11728,17.3
11729,11.7
11730,15.3
11731,9.7
11732,16.5
11733,11.3
11734,4.9
11735,8.1
11736,7.7
11737,4.9
11738,8.1
11739,8.1
11740,9.7
11741,4.9
11742,7.3
11743,9.7
11744,4.9
11745,2.9
11746,7.3
11747,32.67
11748,7.3
11749,3.3
11750,20.9
11751,4.9
11752,6.1
11753,10.9
11754,10.1
11755,6.9
11756,26.5
11757,4.1
11758,6.1
11759,6.9
11760,5.7
11761,9.3
11762,11.7
11763,10.5
11764,9.7
11765,3.7
11766,5.7
11767,6.1
11768,7.3
11769,6.9
11770,8.9
11771,6.1
11772,13.3
11773,11.3
11774,10.5
11775,4.1
11776,5.3
11777,2.5
11778,5.7
11779,4.5
11780,6.9
11781,8.9
11782,10.5
11783,4.1
11784,11.3
11785,35.87
11786,20.9
11787,13.3
11788,49.57
11789,14.9
11790,6.1
11791,4.9
11792,4.9
11793,6.1
11794,21.87
11795,6.9
11796,16.1
11797,34.1
11798,16.5
11799,18.1
11800,4.1
11801,4.5
11802,6.1
11803,4.5
11804,9.7
11805,12.5
11806,8.1
11807,17.7
11808,5.3
11809,3.3
11810,9.3
11811,6.1
11812,5.7
11813,11.7
11814,4.5
11815,12.9
11816,7.7
11817,16.1
11818,4.1
11819,49.57
11820,11.7
11821,10.1
11822,10.9
11823,3.7
11824,11.3
11825,5.7
11826,8.5
11827,6.1
11828,6.1
11829,5.7
11830,3.7
11831,7.7
11832,3.7
11833,4.5
11834,8.9
11835,10.5
11836,10.5
11837,8.1
11838,4.9
11839,7.3
11840,8.9
11841,4.5
11842,45.0
11843,3.7
11844,8.5
11845,5.3
11846,8.9
11847,17.07
11848,11.7
11849,5.3
11850,7.3
11851,49.57
11852,10.1
11853,8.5
11854,5.7
11855,5.3
11856,31.07
11857,9.3
11858,13.3
11859,4.5
11860,8.1
11861,3.7
11862,4.1
11863,8.5
11864,3.3
11865,6.5
11866,11.3
11867,7.3
11868,14.5
11869,17.3
11870,8.5
11871,10.9
11872,11.7
11873,11.3
11874,11.7
11875,15.7
11876,8.1
11877,13.3
11878,11.3
11879,7.7
11880,4.9
11881,8.5
11882,9.7
11883,6.9
11884,21.3
11885,10.1
11886,6.1
11887,5.3
11888,6.5
11889,4.5
11890,33.47
11891,6.5
11892,8.9
11893,10.5
11894,5.3
11895,7.3
11896,12.9
11897,7.7
11898,9.7
11899,12.9
11900,4.5
11901,6.5
11902,4.9
11903,14.1
11904,6.5
11905,4.9
11906,7.7
11907,8.9
11908,4.1
11909,11.7
11910,7.3
11911,6.1
11912,7.3
11913,4.9
11914,4.9
11915,6.9
11916,17.7
11917,7.7
11918,10.9
11919,6.9
11920,14.1
11921,4.5
11922,5.3
11923,35.07
11924,5.3
11925,6.1
11926,7.3
11927,6.5
11928,9.3
11929,7.3
11930,9.3
11931,7.7
11932,16.9
11933,19.7
11934,6.9
11935,4.5
11936,4.1
11937,7.3
11938,7.3
11939,4.5
11940,10.5
11941,49.57
11942,6.5
11943,3.3
11944,28.5
11945,16.9
11946,25.07
11947,8.5
11948,3.3
11949,4.5
11950,10.5
11951,4.1
11952,16.5
11953,8.1
11954,12.5
11955,12.9
11956,6.5
11957,5.7
11958,5.7
11959,6.9
11960,8.1
11961,7.3
11962,3.7
11963,5.3
11964,13.3
11965,9.3
11966,8.9
11967,7.3
11968,3.7
11969,4.5
11970,4.9
11971,4.9
11972,13.3
11973,7.7
11974,7.3
11975,6.9
11976,4.9
11977,33.07
11978,8.1
11979,6.5
11980,3.7
11981,6.9
11982,7.3
11983,45.0
11984,8.9
11985,6.9
11986,11.3
11987,7.3
11988,4.1
11989,6.5
11990,9.7
11991,15.3
11992,26.27
11993,9.3
11994,13.7
11995,8.1
11996,11.3
11997,6.5
11998,7.3
11999,6.9
12000,26.67
12001,7.3
12002,10.1
12003,6.9
12004,7.3
12005,16.1
12006,29.07
12007,7.3
12008,4.5
12009,8.1
12010,6.9
12011,30.1
12012,6.9
12013,6.5
12014,6.5
12015,35.07
12016,6.1
12017,9.7
12018,3.7
12019,11.3
12020,11.7
12021,8.5
12022,13.7
12023,11.7
12024,10.1
12025,6.9
12026,7.7
12027,10.9
12028,8.1
12029,7.3
12030,11.7
12031,14.5
12032,8.5
12033,7.3
12034,4.1
12035,4.5
12036,10.5
12037,7.7
12038,15.3
12039,8.9
12040,45.0
12041,12.1
12042,4.1
12043,8.5
12044,8.5
12045,6.1
12046,7.7
12047,17.7
12048,4.9
12049,6.1
12050,7.3
12051,32.27
12052,6.9
12053,7.3
12054,8.5
12055,17.3
12056,10.1
12057,7.7
12058,21.7
12059,3.7
12060,7.3
12061,19.3
12062,3.3
12063,10.1
12064,4.5
12065,7.7
12066,6.9
12067,4.1
12068,7.3
12069,16.9
12070,6.5
12071,7.3
12072,4.9
12073,4.5
12074,5.3
12075,12.1
12076,5.3
12077,32.67
12078,25.87
12079,8.1
12080,13.7
12081,13.3
12082,7.7
12083,6.9
12084,8.1
12085,4.5
12086,15.3
12087,5.3
12088,4.9
12089,3.7
12090,12.1
12091,18.5
12092,28.9
12093,9.3
12094,5.7
12095,10.1
12096,8.5
12097,19.7
12098,6.1
12099,5.7
12100,6.9
12101,20.9
12102,10.5
12103,20.5
12104,9.7
12105,9.7
12106,8.1
12107,10.9
12108,22.67
12109,16.5
12110,11.3
12111,3.3
12112,7.3
12113,8.9
12114,12.5
12115,5.3
12116,8.5
12117,9.3
12118,4.1
12119,12.1
12120,15.7
12121,8.5
12122,4.5
12123,3.7
12124,19.7
12125,3.3
12126,10.9
12127,4.9
12128,8.5
12129,12.5
12130,15.3
12131,8.9
12132,8.1
12133,30.67
12134,23.87
12135,5.3
12136,13.7
12137,7.3
12138,4.9
12139,5.7
12140,31.47
12141,6.1
12142,13.3
12143,11.7
12144,26.27
12145,6.5
12146,8.5
12147,8.1
12148,10.1
12149,10.5
12150,9.7
12151,7.3
12152,10.1
12153,13.3
12154,6.1
12155,8.1
12156,6.9
12157,4.9
12158,6.5
12159,49.57
12160,4.9
12161,4.5
12162,6.5
12163,6.5
12164,12.5
12165,15.7
12166,8.1
12167,7.3
12168,8.1
12169,8.9
12170,28.1
12171,5.3
12172,5.3
12173,15.7
12174,5.7
12175,4.9
12176,6.5
12177,4.1
12178,9.3
12179,19.3
12180,8.9
12181,28.27
12182,7.3
12183,3.7
12184,10.5
12185,7.7
12186,8.9
12187,5.3
12188,2.9
12189,6.5
12190,6.1
12191,13.3
12192,5.7
12193,49.57
12194,4.9
12195,6.9
12196,8.9
12197,31.7
12198,11.7
12199,8.5
12200,6.1
12201,6.1
12202,4.9
12203,16.5
12204,10.1
12205,4.9
12206,16.1
12207,6.5
12208,12.5
12209,7.3
12210,6.1
12211,4.9
12212,6.9
12213,6.1
12214,9.3
12215,5.7
12216,9.7
12217,8.1
12218,14.5
12219,9.3
12220,7.3
12221,14.5
12222,12.5
12223,4.9
12224,14.9
12225,8.1
12226,8.9
12227,7.7
12228,3.7
12229,3.7
12230,4.5
12231,4.5
12232,6.1
12233,7.3
12234,10.1
12235,5.3
12236,5.7
12237,33.3
12238,10.5
12239,8.1
12240,11.7
12241,14.5
12242,10.1
12243,3.3
12244,5.7
12245,3.7
12246,27.7
12247,29.47
12248,15.7
12249,5.3
12250,7.3
12251,12.5
12252,10.9
12253,4.9
12254,8.5
12255,6.1
12256,6.1
12257,29.3
12258,25.7
12259,16.1
12260,14.9
12261,31.6
12262,6.9
12263,7.7
12264,12.9
12265,8.9
12266,7.7
12267,10.1
12268,8.5
12269,7.7
12270,5.3
12271,4.5
12272,5.3
12273,7.7
12274,4.5
12275,16.9
12276,6.5
12277,9.3
12278,11.7
12279,13.7
12280,5.3
12281,16.1
12282,9.7
12283,7.7
12284,25.3
12285,33.7
12286,8.5
12287,4.9
12288,12.1
12289,7.3
12290,12.9
12291,14.9
12292,7.3
12293,5.3
12294,6.9
12295,7.3
12296,38.27
12297,6.1
12298,8.1
12299,7.7
12300,8.1
12301,22.1
12302,6.5
12303,8.1
12304,6.1
12305,31.07
12306,3.7
12307,16.5
12308,4.5
12309,6.1
12310,5.3
12311,6.1
12312,5.3
12313,49.57
12314,6.1
12315,7.7
12316,7.3
12317,5.3
12318,5.3
12319,9.3
12320,30.67
12321,12.5
12322,4.9
12323,7.3
12324,6.5
12325,5.7
12326,6.9
12327,10.9
12328,10.9
12329,11.7
12330,28.27
12331,8.5
12332,23.3
12333,7.7
12334,16.5
12335,13.3
12336,4.5
12337,8.1
12338,7.3
12339,14.1
12340,8.9
12341,6.5
12342,3.3
12343,49.57
12344,13.3
12345,12.1
12346,10.5
12347,7.3
12348,7.3
12349,6.9
12350,8.5
12351,3.7
12352,11.3
12353,11.7
12354,6.1
12355,16.5
12356,39.3
12357,4.5
12358,4.9
12359,7.7
12360,7.7
12361,8.5
12362,7.7
12363,8.9
12364,5.7
12365,6.5
12366,5.7
12367,8.1
12368,6.5
12369,9.3
12370,5.7
12371,17.64
12372,7.7
12373,28.67
12374,12.9
12375,4.1
12376,5.7
12377,3.7
12378,4.9
12379,27.47
12380,4.9
12381,4.5
12382,4.5
12383,7.7
12384,16.9
12385,11.7
12386,10.9
12387,27.3
12388,7.7
12389,23.7
12390,5.3
12391,8.5
12392,13.7
12393,16.1
12394,7.3
12395,10.5
12396,14.5
12397,20.9
12398,10.1
12399,16.9
12400,4.1
12401,7.3
12402,15.3
12403,6.9
12404,8.1
12405,4.5
12406,6.1
12407,7.3
12408,5.7
12409,8.5
12410,4.5
12411,6.1
12412,8.9
12413,10.1
12414,7.7
12415,5.3
12416,5.3
12417,5.3
12418,6.5
12419,6.5
12420,8.1
12421,6.5
12422,7.3
12423,24.5
12424,4.9
12425,12.5
12426,7.3
12427,5.7
12428,4.5
12429,10.5
12430,5.3
12431,7.3
12432,5.3
12433,7.3
12434,7.3
12435,8.1
12436,17.7
12437,6.5
12438,5.3
12439,27.7
12440,7.3
12441,6.1
12442,9.3
12443,8.1
12444,7.7
12445,14.9
12446,8.1
12447,10.9
12448,3.7
12449,12.1
12450,4.5
12451,6.1
12452,5.7
12453,5.3
12454,6.9
12455,6.5
12456,4.9
12457,7.7
12458,6.1
12459,9.7
12460,4.1
12461,6.9
12462,10.1
12463,5.3
12464,4.1
12465,12.9
12466,22.5
12467,9.3
12468,12.9
12469,8.1
12470,6.9
12471,5.3
12472,15.3
12473,8.9
12474,7.7
12475,6.1
12476,7.7
12477,4.9
12478,13.3
12479,4.9
12480,14.9
12481,49.57
12482,12.9
12483,9.7
12484,24.67
12485,5.7
12486,10.5
12487,5.3
12488,10.1
12489,10.1
12490,9.7
12491,4.1
12492,5.3
12493,5.3
12494,15.3
12495,4.5
12496,9.7
12497,7.3
12498,26.1
12499,12.1
12500,11.7
12501,6.9
12502,8.5
12503,46.9
12504,17.3
12505,8.9
12506,26.67
12507,4.9
12508,4.1
12509,6.9
12510,6.5
12511,8.1
12512,8.9
12513,11.7
12514,10.1
12515,7.3
12516,4.1
12517,8.5
12518,2.9
12519,4.9
12520,8.5
12521,8.1
12522,25.7
12523,7.3
12524,6.9
12525,5.3
12526,15.3
12527,9.3
12528,5.7
12529,15.3
12530,24.9
12531,4.9
12532,9.7
12533,5.7
12534,3.7
12535,11.7
12536,8.1
12537,49.57
12538,4.1
12539,6.1
12540,6.9
12541,12.9
12542,6.9
12543,8.5
12544,8.9
12545,5.7
12546,11.3
12547,8.5
12548,8.5
12549,6.1
12550,8.9
12551,15.3
12552,6.1
12553,10.1
12554,12.1
12555,4.5
12556,2.5
12557,8.1
12558,6.7
12559,4.1
12560,7.7
12561,15.7
12562,23.7
12563,8.5
12564,8.1
12565,7.7
12566,6.9
12567,9.3
12568,28.67
12569,12.9
12570,6.1
12571,6.5
12572,7.7
12573,5.3
12574,14.9
12575,16.5
12576,9.7
12577,4.1
12578,6.5
12579,6.5
12580,4.5
12581,13.7
12582,15.3
12583,15.3
12584,5.3
12585,16.9
12586,8.1
12587,6.9
12588,9.7
12589,4.5
12590,8.5
12591,16.5
12592,11.3
12593,8.9
12594,7.7
12595,8.9
12596,6.9
12597,49.57
12598,4.5
12599,6.1
12600,23.3
12601,34.9
12602,7.3
12603,6.1
12604,8.9
12605,4.5
12606,9.3
12607,4.1
12608,6.1
12609,5.7
12610,10.5
12611,7.7
12612,8.5
12613,10.5
12614,6.1
12615,6.9
12616,15.7
12617,4.1
12618,3.7
12619,5.7
12620,6.1
12621,4.9
12622,6.1
12623,12.9
12624,3.7
12625,25.07
12626,18.9
12627,10.5
12628,6.5
12629,5.3
12630,9.3
12631,4.5
12632,8.1
12633,4.5
12634,7.7
12635,7.3
12636,13.3
12637,6.1
12638,3.3
12639,14.1
12640,14.1
12641,10.5
12642,14.5
12643,8.5
12644,7.3
12645,16.1
12646,8.1
12647,6.5
12648,24.9
12649,12.1
12650,11.3
12651,8.1
12652,3.7
12653,8.5
12654,8.1
12655,13.3
12656,2.9
12657,4.1
12658,3.7
12659,9.7
12660,32.27
12661,5.3
12662,5.3
12663,7.3
12664,21.87
12665,8.1
12666,3.7
12667,4.1
12668,4.1
12669,4.9
12670,11.7
12671,5.7
12672,7.3
12673,20.67
12674,6.1
12675,10.1
12676,7.3
12677,8.1
12678,3.3
12679,4.5
12680,15.3
12681,15.3
12682,12.5
12683,5.7
12684,5.7
12685,6.9
12686,9.7
12687,5.3
12688,11.3
12689,8.1
12690,13.3
12691,6.1
12692,8.5
12693,6.5
12694,18.1
12695,4.5
12696,30.8
12697,7.7
12698,10.1
12699,7.7
12700,6.5
12701,12.5
12702,6.1
12703,7.3
12704,6.9
12705,8.9
12706,12.1
12707,11.3
12708,2.9
12709,4.5
12710,7.7
12711,6.1
12712,10.5
12713,6.9
12714,12.5
12715,6.9
12716,6.5
12717,18.9
12718,5.3
12719,6.1
12720,11.7
12721,6.1
12722,13.3
12723,8.1
12724,5.7
12725,5.7
12726,4.1
12727,4.1
12728,8.9
12729,11.7
12730,4.9
12731,8.9
12732,4.9
12733,6.1
12734,5.7
12735,4.1
12736,7.3
12737,5.3
12738,6.5
12739,14.5
12740,5.7
12741,22.5
12742,7.3
12743,16.5
12744,5.7
12745,18.9
12746,16.9
12747,7.3
12748,5.7
12749,8.9
12750,5.7
12751,14.1
12752,7.7
12753,6.9
12754,7.3
12755,30.1
12756,7.7
12757,7.3
12758,28.5
12759,4.9
12760,6.9
12761,12.9
12762,8.1
12763,6.1
12764,15.7
12765,11.3
12766,3.3
12767,8.9
12768,11.7
12769,14.5
12770,8.1
12771,4.5
12772,4.5
12773,9.3
12774,13.3
12775,4.5
12776,13.3
12777,5.7
12778,18.5
12779,5.7
12780,10.1
12781,5.7
12782,5.7
12783,18.5
12784,5.3
12785,13.3
12786,4.5
12787,10.1
12788,4.1
12789,12.1
12790,5.7
12791,11.3
12792,4.5
12793,7.7
12794,4.1
12795,13.3
12796,4.9
12797,5.7
12798,11.7
12799,9.7
12800,8.5
12801,18.5
12802,7.3
12803,6.5
12804,4.1
12805,11.3
12806,13.3
12807,22.5
12808,5.7
12809,5.3
12810,12.5
12811,6.5
12812,8.1
12813,7.7
12814,10.1
12815,6.5
12816,5.7
12817,3.3
12818,13.7
12819,13.7
12820,10.1
12821,4.9
12822,5.7
12823,4.9
12824,8.9
12825,9.3
12826,14.1
12827,6.9
12828,17.3
12829,5.3
12830,3.7
12831,10.9
12832,8.5
12833,9.7
12834,4.9
12835,4.9
12836,25.7
12837,7.3
12838,8.5
12839,11.3
12840,8.1
12841,8.9
12842,11.7
12843,17.3
12844,4.5
12845,8.1
12846,6.1
12847,6.1
12848,7.7
12849,6.9
12850,6.5
12851,8.1
12852,7.3
12853,13.7
12854,4.1
12855,8.5
12856,6.5
12857,8.1
12858,4.5
12859,3.7
12860,6.9
12861,6.5
12862,3.3
12863,6.9
12864,3.3
12865,8.1
12866,8.5
12867,25.3
12868,4.5
12869,12.1
12870,8.1
12871,16.9
12872,11.3
12873,9.7
12874,11.3
12875,6.9
12876,6.5
12877,8.5
12878,6.9
12879,10.9
12880,3.7
12881,8.5
12882,10.1
12883,5.3
12884,37.6
12885,6.5
12886,4.5
12887,4.1
12888,19.3
12889,7.7
12890,8.9
12891,4.9
12892,5.3
12893,10.5
12894,7.7
12895,7.3
12896,12.1
12897,6.1
12898,4.9
12899,11.7
12900,8.1
12901,8.1
12902,5.3
12903,6.5
12904,4.5
12905,5.7
12906,4.1
12907,10.5
12908,8.1
12909,13.7
12910,9.7
12911,6.9
12912,14.1
12913,4.9
12914,4.9
12915,6.5
12916,6.1
12917,8.1
12918,8.5
12919,4.1
12920,8.1
12921,20.1
12922,35.3
12923,17.7
12924,5.7
12925,10.1
12926,3.7
12927,8.9
12928,33.7
12929,20.9
12930,6.9
12931,7.7
12932,4.9
12933,9.3
12934,12.9
12935,20.9
12936,6.1
12937,3.7
12938,10.1
12939,5.3
12940,6.1
12941,11.7
12942,9.7
12943,10.5
12944,4.1
12945,13.7
12946,7.3
12947,5.7
12948,10.9
12949,4.9
12950,3.7
12951,7.3
12952,12.9
12953,4.5
12954,5.3
12955,9.7
12956,12.1
12957,6.1
12958,7.3
12959,7.3
12960,45.0
12961,6.5
12962,8.5
12963,6.5
12964,11.3
12965,20.1
12966,4.5
12967,13.7
12968,12.5
12969,8.1
12970,9.3
12971,8.1
12972,25.7
12973,3.7
12974,7.7
12975,4.1
12976,6.1
12977,5.3
12978,7.7
12979,6.1
12980,12.5
12981,6.9
12982,5.3
12983,12.5
12984,5.7
12985,14.5
12986,5.3
12987,34.9
12988,7.7
12989,12.9
12990,28.9
12991,3.7
12992,4.9
12993,14.5
12994,5.7
12995,5.3
12996,17.7
12997,4.5
12998,10.9
12999,16.1
13000,7.3
13001,11.7
13002,7.7
13003,3.7
13004,8.9
13005,6.9
13006,4.5
13007,7.7
13008,7.3
13009,9.3
13010,4.9
13011,22.9
13012,12.1
13013,13.3
13014,6.1
13015,7.7
13016,4.5
13017,8.9
13018,13.3
13019,8.1
13020,4.5
13021,7.7
13022,6.1
13023,14.5
13024,6.9
13025,10.5
13026,3.3
13027,5.3
13028,5.3
13029,8.1
13030,15.7
13031,5.7
13032,29.07
13033,4.5
13034,12.9
13035,5.3
13036,7.3
13037,16.1
13038,9.3
13039,18.5
13040,12.9
13041,5.7
13042,8.5
13043,6.1
13044,5.3
13045,11.7
13046,12.9
13047,11.7
13048,7.7
13049,4.5
13050,5.3
13051,3.7
13052,4.5
13053,5.7
13054,5.7
13055,11.7
13056,4.5
13057,18.1
13058,19.3
13059,7.3
13060,17.7
13061,5.3
13062,5.3
13063,10.9
13064,14.1
13065,4.9
13066,4.1
13067,10.9
13068,10.1
13069,5.7
13070,5.3
13071,10.9
13072,28.5
13073,17.7
13074,5.7
13075,6.1
13076,8.1
13077,6.1
13078,15.7
13079,10.5
13080,8.5
13081,9.7
13082,10.9
13083,6.9
13084,4.9
13085,7.7
13086,6.9
13087,5.3
13088,5.7
13089,6.5
13090,12.1
13091,26.67
13092,12.9
13093,6.1
13094,11.3
13095,6.9
13096,3.7
13097,9.3
13098,6.1
13099,10.1
13100,9.3
13101,15.7
13102,6.5
13103,13.3
13104,5.3
13105,15.7
13106,6.9
13107,5.7
13108,33.7
13109,18.5
13110,10.5
13111,6.1
13112,6.5
13113,8.1
13114,6.5
13115,5.7
13116,9.7
13117,8.5
13118,36.9
13119,4.9
13120,6.5
13121,4.5
13122,12.5
13123,11.7
13124,12.5
13125,6.5
13126,8.1
13127,6.1
13128,20.9
13129,7.3
13130,17.3
13131,7.7
13132,7.7
13133,34.9
13134,6.5
13135,6.1
13136,4.5
13137,12.9
13138,29.7
13139,10.1
13140,6.5
13141,4.5
13142,11.3
13143,6.9
13144,6.9
13145,4.5
13146,7.3
13147,3.3
13148,6.1
13149,12.1
13150,12.9
13151,5.7
13152,5.3
13153,16.5
13154,4.1
13155,6.9
13156,9.7
13157,6.5
13158,4.1
13159,12.9
13160,15.7
13161,8.1
13162,6.9
13163,6.5
13164,2.9
13165,7.3
13166,5.3
13167,4.9
13168,11.7
13169,4.1
13170,25.7
13171,6.9
13172,12.1
13173,9.7
13174,8.1
13175,16.5
13176,12.5
13177,6.9
13178,3.7
13179,11.7
13180,20.9
13181,10.1
13182,6.5
13183,6.1
13184,15.7
13185,4.9
13186,24.27
13187,5.7
13188,7.3
13189,10.5
13190,8.5
13191,12.5
13192,17.3
13193,21.7
13194,18.5
13195,4.1
13196,6.5
13197,2.9
13198,11.7
13199,12.1
13200,10.5
13201,4.1
13202,19.3
13203,4.9
13204,4.9
13205,4.9
13206,8.9
13207,6.9
13208,3.7
13209,12.9
13210,49.57
13211,10.5
13212,49.57
13213,26.9
13214,8.1
13215,10.9
13216,16.5
13217,45.0
13218,9.7
13219,22.1
13220,11.3
13221,5.7
13222,4.9
13223,13.7
13224,10.5
13225,4.5
13226,5.7
13227,17.7
13228,5.3
13229,5.7
13230,3.7
13231,6.9
13232,4.5
13233,5.3
13234,49.57
13235,4.1
13236,6.9
13237,9.3
13238,4.5
13239,16.9
13240,5.7
13241,7.7
13242,8.1
13243,9.3
13244,4.1
13245,6.1
13246,27.7
13247,6.5
13248,7.7
13249,4.5
13250,49.47
13251,7.3
13252,11.7
13253,4.1
13254,8.5
13255,6.9
13256,9.7
13257,6.1
13258,8.9
13259,4.5
13260,14.5
13261,12.9
13262,12.1
13263,11.3
13264,7.7
13265,6.5
13266,10.1
13267,4.1
13268,4.5
13269,6.5
13270,7.3
13271,7.7
13272,14.1
13273,16.9
13274,8.1
13275,7.3
13276,12.5
13277,4.5
13278,6.9
13279,6.5
13280,6.9
13281,5.3
13282,3.7
13283,6.1
13284,4.9
13285,12.9
13286,10.5
13287,6.9
13288,16.9
13289,18.9
13290,27.47
13291,10.5
13292,5.3
13293,5.7
13294,7.7
13295,8.9
13296,32.9
13297,14.5
13298,19.7
13299,5.3
13300,9.7
13301,2.5
13302,6.5
13303,4.5
13304,6.1
13305,6.9
13306,6.1
13307,8.5
13308,6.9
13309,11.7
13310,32.67
13311,3.3
13312,5.3
13313,4.9
13314,8.1
13315,6.5
13316,4.9
13317,11.7
13318,13.3
13319,8.9
13320,15.7
13321,7.7
13322,11.7
13323,8.5
13324,6.9
13325,4.9
13326,9.3
13327,10.9
13328,3.7
13329,3.7
13330,17.7
13331,32.5
13332,12.9
13333,6.1
13334,7.7
13335,6.9
13336,16.5
13337,12.5
13338,33.47
13339,13.7
13340,8.1
13341,8.1
13342,3.7
13343,4.5
13344,10.5
13345,6.9
13346,7.7
13347,5.7
13348,6.5
13349,14.1
13350,14.5
13351,10.1
13352,5.7
13353,3.7
13354,4.1
13355,19.3
13356,10.5
13357,3.3
13358,4.9
13359,9.3
13360,8.5
13361,8.5
13362,7.3
13363,9.7
13364,13.7
13365,7.7
13366,4.5
13367,26.5
13368,9.3
13369,7.7
13370,3.3
13371,13.7
13372,15.7
13373,3.7
13374,24.9
13375,8.5
13376,28.5
13377,4.5
13378,16.9
13379,8.9
13380,8.1
13381,18.9
13382,6.1
13383,7.3
13384,8.9
13385,45.0
13386,6.1
13387,6.9
13388,11.3
13389,4.9
13390,5.7
13391,7.7
13392,4.1
13393,8.1
13394,8.1
13395,6.1
13396,5.7
13397,5.7
13398,11.7
13399,7.7
13400,4.9
13401,14.5
13402,4.1
13403,26.9
13404,6.1
13405,9.3
13406,12.5
13407,6.1
13408,5.3
13409,4.9
13410,11.7
13411,5.7
13412,5.7
13413,20.5
13414,10.1
13415,4.5
13416,6.5
13417,4.9
13418,8.5
13419,4.1
13420,12.9
13421,6.5
13422,38.1
13423,5.7
13424,7.3
13425,7.7
13426,7.7
13427,49.57
13428,6.9
13429,4.1
13430,6.5
